,id_stable,Date,Content,ContentClean,n_CapLetters,CapsRatio,AllCapWords,https,Mentions,Location,ReplyCount,RetweetCount,LikeCount,QuoteCount,Hashtags
627,53156,2021-10-19 08:06:02+00:00,"🚨🚨🚨Job recruitment post 🚨🚨🚨

We're recruiting 2 Lawyers🧑‍⚖️ for our special 🇦🇫 Afghanistan Pro Bono Initiative.

- Come help Afghans fleeing the Taliban
- Be part of an org fighting for the right to asylum

Deadline THIS Sunday 24th Oct at midnight
https://t.co/TPASOjlEfx",🚨🚨🚨Job recruitment post 🚨🚨🚨 We're recruiting 2 Lawyers🧑‍⚖️ for our special 🇦🇫 Afghanistan Pro Bono Initiative. - Come help Afghans fleeing the Taliban - Be part of an org fighting for the right to asylum Deadline THIS Sunday 24th Oct at midnight,18,0.072,THIS,https://t.co/TPASOjlEfx,,"London, England",1,5,1,0,No hashtags
487,109598,2021-08-27 13:11:06+00:00,"20,000 #Afghan #refugees will be coming to #Canada as part of the federal government’s resettlement program — and #Brampton’s Red Lead Canadian Resettlement Organization is doing its part to help.

#CDNpoli https://t.co/MI6gM1wZFD","20,000 #Afghan #refugees will be coming to #Canada as part of the federal government’s resettlement program — and #Brampton’s Red Lead Canadian Resettlement Organization is doing its part to help. #CDNpoli",11,0.0528846153846153,,https://t.co/MI6gM1wZFD,,Canada,0,2,2,0,"['Afghan', 'refugees', 'Canada', 'Brampton', 'CDNpoli']"
688,186878,2021-07-10 01:58:39+00:00,@maddow Afghan translators - I hope there is there discussion about getting their families out too?,Afghan translators - I hope there is there discussion about getting their families out too?,2,0.021505376344086,I,,@maddow,Colorado,0,0,1,0,No hashtags
460,171372,2021-08-15 14:03:22+00:00,"Afghan population 38 million.

Of whom, around 3-5 million are loyal to the Taliban (based on previous elections).

Leaving around 33 million potential refugees, each with a genuine case for asylum to process.

I think we've found Nigel Farage a job when GB News sacks him.","Afghan population 38 million. Of whom, around 3-5 million are loyal to the Taliban (based on previous elections). Leaving around 33 million potential refugees, each with a genuine case for asylum to process. I think we've found Nigel Farage a job when GB News sacks him.",10,0.0366300366300366,GB,,,日本 東京,1,1,6,1,No hashtags
705,97676,2021-09-01 00:00:22+00:00,Franklin County commissioners adopted a resolution voicing their formal support for the resettlement of Afghan refugees in central Ohio. https://t.co/jCz1zvoVQK,Franklin County commissioners adopted a resolution voicing their formal support for the resettlement of Afghan refugees in central Ohio.,4,0.0289855072463768,,https://t.co/jCz1zvoVQK,,"Columbus, Ohio USA",9,8,86,4,No hashtags
601,163925,2021-08-16 16:22:11+00:00,"@jefethasavage The answer isnt leaving the answer is take the 80,000 and give them asylum and then proceed to wipe afghanistan off the map and be done with it","The answer isnt leaving the answer is take the 80,000 and give them asylum and then proceed to wipe afghanistan off the map and be done with it",1,0.0068965517241379,,,@jefethasavage,English-speaking,2,0,0,0,No hashtags
581,95965,2021-09-01 16:38:18+00:00,"LONDON: The UK government on Wednesday granted those Afghans who worked for or assisted its military forces during its 20-year war in Afghanistan can live in the UK permanently.
#Afghanistan #Kabul #Taliban #UK  https://t.co/SYQLx0M5Go",LONDON: The UK government on Wednesday granted those Afghans who worked for or assisted its military forces during its 20-year war in Afghanistan can live in the UK permanently. #Afghanistan #Kabul #Taliban #UK,19,0.0892018779342723,"LONDON:, UK, UK, #UK",https://t.co/SYQLx0M5Go,,English-speaking,1,4,8,0,"['Afghanistan', 'Kabul', 'Taliban', 'UK']"
338,81819,2021-09-09 07:14:02+00:00,@TomPorterDC the 100000+ ppl who were evacuated by USG are neither SIV nor employees of USG they are the ppl who paid the money to airport ECP and now the USG is saying that they are at risk afghan allies meanwhile the real SIVs are in AFG living in fear.,the 100000+ ppl who were evacuated by USG are neither SIV nor employees of USG they are the ppl who paid the money to airport ECP and now the USG is saying that they are at risk afghan allies meanwhile the real SIVs are in AFG living in fear.,21,0.0860655737704918,"USG, SIV, USG, ECP, USG, AFG",,@TomPorterDC,English-speaking,0,0,0,0,No hashtags
1002,81706,2021-09-09 09:15:23+00:00,@JoeSoap54306904 @hisnameisntbear @JamesElise160 @matthewrobb701 @IanDunt We can safely escort them to France.  When people are in peril... the UK steps up.  Did you see the news where we got 15K people out of Afghanistan and we are currently granting them asylum?,We can safely escort them to France. When people are in peril... the UK steps up. Did you see the news where we got 15K people out of Afghanistan and we are currently granting them asylum?,8,0.04,"UK, 15K",,"@JoeSoap54306904, @hisnameisntbear, @JamesElise160, @matthewrobb701, @IanDunt",English-speaking,1,0,0,0,No hashtags
139,169677,2021-08-15 20:11:03+00:00,"If you're reading about the US scrambling to evacuate Afghan SIVs, please know that the Trump administration completely destroyed the refugee resettlement program and now there's no capacity to resettle them","If you're reading about the US scrambling to evacuate Afghan SIVs, please know that the Trump administration completely destroyed the refugee resettlement program and now there's no capacity to resettle them",8,0.038647342995169,US,,,"Phoenix, AZ",1,0,1,0,No hashtags
223,172537,2021-08-15 04:40:46+00:00,"@AfghanistanSola @BBCNews @ABC @abcnews @nytimes This is the so-called fake journalism of a few Afghans. Afghans lie in order to gain political asylum and nationality in other countries.  The Taliban themselves are stating that they will not harm any woman, child or their property or wealth.","This is the so-called fake journalism of a few Afghans. Afghans lie in order to gain political asylum and nationality in other countries. The Taliban themselves are stating that they will not harm any woman, child or their property or wealth.",5,0.0197628458498023,,,"@AfghanistanSola, @BBCNews, @ABC, @abcnews, @nytimes",Singapore,0,0,0,0,No hashtags
539,112304,2021-08-26 16:58:28+00:00,@mmpadellan Yes tard nard. Im sure 1m plus un vetted people surging across the border the last few months.  Along with the 26k refugees to 1400 Americans coming in from Afghanistan has nothing to do with any of it.  DERP.  I EAT PEAS I SPEACIAL!,Yes tard nard. Im sure 1m plus un vetted people surging across the border the last few months. Along with the 26k refugees to 1400 Americans coming in from Afghanistan has nothing to do with any of it. DERP. I EAT PEAS I SPEACIAL!,26,0.1106382978723404,"DERP., I, EAT, PEAS, I, SPEACIAL!",,@mmpadellan,English-speaking,0,0,0,0,No hashtags
857,95895,2021-09-01 17:01:39+00:00,"@nowcomestruth @RestingBeeFace @Abu2File @AlleyRanch @MarkwayneMullin TheBiden administration inherited a significant backlog of SIV applicants more than 17,000 from the 45 admin. Would u have taken ur family to Afghanistan during the last 20 years? The people left aren’t essential workers and had known since 2020 the Taliban was taking over.","TheBiden administration inherited a significant backlog of SIV applicants more than 17,000 from the 45 admin. Would u have taken ur family to Afghanistan during the last 20 years? The people left aren’t essential workers and had known since 2020 the Taliban was taking over.",9,0.0316901408450704,SIV,,"@nowcomestruth, @RestingBeeFace, @Abu2File, @AlleyRanch, @MarkwayneMullin",English-speaking,1,0,0,0,No hashtags
672,1190,2022-04-20 21:00:56+00:00,"@opinonhaver @keenmiler We’re trying to resettle Afghan refugees in Syracuse and all the housing is either shit or it’s expensive. Now, we’ve built _a bit_, but we need to build a lot more and our zoning is near-suburban in many neighborhoods. Also, row-houses are illegal everywhere here. It sucks.","We’re trying to resettle Afghan refugees in Syracuse and all the housing is either shit or it’s expensive. Now, we’ve built _a bit_, but we need to build a lot more and our zoning is near-suburban in many neighborhoods. Also, row-houses are illegal everywhere here. It sucks.",6,0.021505376344086,,,"@opinonhaver, @keenmiler","Syracuse, NY",0,0,0,0,No hashtags
750,102746,2021-08-30 07:14:57+00:00,"@naotoaitai The Taliban seem to be recruiting soldiers from the Afghan diaspora and refugee groups in Pakistan, so some people are indeed ""Pakistan (nationality)"", but they are also Afghans.","The Taliban seem to be recruiting soldiers from the Afghan diaspora and refugee groups in Pakistan, so some people are indeed ""Pakistan (nationality)"", but they are also Afghans.",6,0.0333333333333333,,,@naotoaitai,English-speaking,0,0,1,0,No hashtags
205,184099,2021-07-20 15:57:41+00:00,"Volunteers sought in anticipation of plan to evacuate, resettle Afghan interpreters https://t.co/mRw1Bxdvbk
https://t.co/mRw1Bxdvbk","Volunteers sought in anticipation of plan to evacuate, resettle Afghan interpreters",2,0.0229885057471264,,"https://t.co/mRw1Bxdvbk, https://t.co/mRw1Bxdvbk",,Canada,0,0,0,0,No hashtags
380,30466,2021-12-30 04:32:42+00:00,Afghan refugee families expected to settle in county in 2022 https://t.co/lxE8T98Eh1,Afghan refugee families expected to settle in county in 2022,1,0.0161290322580645,,https://t.co/lxE8T98Eh1,,"Bennington, VT",0,0,0,0,No hashtags
651,56227,2021-10-10 20:05:52+00:00,"Home for Refugees 2021 Virtual Gala is today‼️‼️ 5p PT/8p ET

It’s not too late to RSVP, tickets are free with the opportunity to donate:

RSVP: https://www.homeforrefugeesusa/annual gala 

#hfrgala #refugees #SIV #USA #CommunitySponsorship #Afghanistan #SaveOurAllies https://t.co/5aR6Dw0w4d","Home for Refugees 2021 Virtual Gala is today‼️‼️ 5p PT/8p ET It’s not too late to RSVP, tickets are free with the opportunity to donate: RSVP: gala #hfrgala #refugees #SIV #USA #CommunitySponsorship #Afghanistan #SaveOurAllies",29,0.1239316239316239,"RSVP,, #SIV, #USA","https://www.homeforrefugeesusa/annual, https://t.co/5aR6Dw0w4d",,English-speaking,1,1,4,1,"['hfrgala', 'refugees', 'SIV', 'USA', 'CommunitySponsorship', 'Afghanistan', 'SaveOurAllies']"
377,99238,2021-08-31 14:29:36+00:00,"EU plans €600m package for Afghanistan’s neighbours to avert refugee crisis
Thank you EU 🇪🇺 https://t.co/qDlW4M7zLR",EU plans €600m package for Afghanistan’s neighbours to avert refugee crisis Thank you EU 🇪🇺,6,0.064516129032258,"EU, EU",https://t.co/qDlW4M7zLR,,"London, England",0,2,5,0,No hashtags
680,184163,2021-07-20 08:30:00+00:00,"Immigrant trafficking &amp; espionage ring exposed, members of a NGO are among the accused. 1 Norwegian, 1 America, 2 Britons &amp; 6 people of Syrian &amp; Afghan origin are being charged

this is not the first time
#BanNGOs
#ΑπαγόρευσητωνΜΚΟ

@stavroforos_
@thedukeoriginal https://t.co/zL1xqJHRl9","Immigrant trafficking & espionage ring exposed, members of a NGO are among the accused. 1 Norwegian, 1 America, 2 Britons & 6 people of Syrian & Afghan origin are being charged this is not the first time #BanNGOs #ΑπαγόρευσητωνΜΚΟ",17,0.068,NGO,https://t.co/zL1xqJHRl9,"@stavroforos_, @thedukeoriginal",Constantinople,0,2,2,0,"['BanNGOs', 'ΑπαγόρευσητωνΜΚΟ']"
559,184385,2021-07-19 17:33:35+00:00,@Mave_Intel Make sure your family members are not abducted and maimed by the advancing Taliban! Or is he coming to seek asylum in India? The situation in Afghanistan has become very murky now.,Make sure your family members are not abducted and maimed by the advancing Taliban! Or is he coming to seek asylum in India? The situation in Afghanistan has become very murky now.,6,0.0329670329670329,,,@Mave_Intel,English-speaking,0,0,1,0,No hashtags
939,103609,2021-08-29 18:04:05+00:00,"@harounrahimi1 @SIGARHQ And I would suggest having names and contact info for other credible, Afghan women who could be interviewed in-person instead of her, so that you can help them jumpstart the vetting process for other, potentially more appropriate alternatives.","And I would suggest having names and contact info for other credible, Afghan women who could be interviewed in-person instead of her, so that you can help them jumpstart the vetting process for other, potentially more appropriate alternatives.",3,0.012145749,I,,"@harounrahimi1, @SIGARHQ",English-speaking,1,0,1,0,No hashtags
234,57965,2021-10-06 22:07:42+00:00,"They already lost track of over 700 Afghan refugees they brought here.  They are unvetted and are loose in our country.  Also, a group of these Afghan refugees gang raped a female soldier.  They are not facing any criminal charges????  Disgraceful &amp; Repugnant. https://t.co/6nDFauw2zK","They already lost track of over 700 Afghan refugees they brought here. They are unvetted and are loose in our country. Also, a group of these Afghan refugees gang raped a female soldier. They are not facing any criminal charges???? Disgraceful & Repugnant.",8,0.0300751879699248,,https://t.co/6nDFauw2zK,,English-speaking,0,0,0,0,No hashtags
825,185308,2021-07-15 05:51:45+00:00,"I'm so scared after hearing what these Afghan Translators and their families are going thru.  For God sakes, they helped the US!  The translator for Elite Seals, himself stuck in limbo trying to escape, GO GET ALL OF THEM!!!  God bless them all and Matt Zeller.  #NoOneLeftBehind https://t.co/RfE2xxgrTo","I'm so scared after hearing what these Afghan Translators and their families are going thru. For God sakes, they helped the US! The translator for Elite Seals, himself stuck in limbo trying to escape, GO GET ALL OF THEM!!! God bless them all and Matt Zeller. #NoOneLeftBehind",31,0.1103202846975089,"US!, GO, GET, ALL, OF, THEM!!!",https://t.co/RfE2xxgrTo,,English-speaking,0,0,0,0,['NoOneLeftBehind']
824,82723,2021-09-08 18:25:00+00:00,The White House asked Congress to include tens of billions of dollars for Hurricane Ida relief and Afghan resettlement as part of an upcoming continuing resolution to avoid a partial government shutdown on October 1. https://t.co/ZijEjQAcmR,The White House asked Congress to include tens of billions of dollars for Hurricane Ida relief and Afghan resettlement as part of an upcoming continuing resolution to avoid a partial government shutdown on October 1.,8,0.036697247706422,,https://t.co/ZijEjQAcmR,,"New York, NY",0,1,2,0,No hashtags
428,50606,2021-10-25 16:52:47+00:00,"Ministers: It’s only fair to penalise refugees who travel clandestinely, no need for that because we have the greatest refugee resettlement schemes ever seen

Everyone: Wow, great, can we know when they‘ll start for Afghans, who’ll benefit, how to apply?

Ministers: Lol, no https://t.co/GVoCWtep3Y","Ministers: It’s only fair to penalise refugees who travel clandestinely, no need for that because we have the greatest refugee resettlement schemes ever seen Everyone: Wow, great, can we know when they‘ll start for Afghans, who’ll benefit, how to apply? Ministers: Lol, no",7,0.0253623188405797,,https://t.co/GVoCWtep3Y,,English-speaking,1,7,17,0,No hashtags
